5 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 3 
13, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11
13, 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 29, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 11
13, 22, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 25, 26, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 22, 0 , 25, 26, 0 , 11
13, 0 , 0 , 0 , 0 , 9 , 0 , 3 , 0 , 0 , 0 , 9 , 33, 34, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 33, 34, 0 , 11
13, 0 , 0 , 0 , 0 , 22, 0 , 11, 0 , 0 , 0 , 22, 33, 34, 0 , 0 , 0 , 0 , 5 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 3 , 0 , 0 , 0 , 0 , 33, 34, 0 , 11
13, 2 , 2 , 2 , 2 , 2 , 2 , 4 , 0 , 0 , 0 , 0 , 41, 42, 0 , 0 , 0 , 0 , 13, 10, 10, 10, 10, 10, 10, 10, 11, 0 , 0 , 0 , 0 , 41, 42, 0 , 11
13, 10, 10, 10, 10, 10, 10, 12, 0 , 0 , 0 , 0 , 49, 50, 0 , 0 , 0 , 0 , 13, 9 , 0 , 0 , 0 , 29, 0 , 7 , 11, 0 , 0 , 0 , 0 , 49, 50, 0 , 11
13, 7 , 27, 28, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13, 22, 0 , 0 , 0 , 0 , 0 , 21, 11, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 11
13, 21, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 35, 0 , 13, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 11, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 11
13, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 55, 56, 0 , 0 , 0 , 0 , 0 , 0 , 51, 0 , 6 , 2 , 2 , 3 , 0 , 5 , 2 , 2 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 11
13, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 63, 64, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 14, 10, 10, 12, 0 , 14, 10, 10, 12, 0 , 0 , 1 , 0 , 0 , 0 , 22, 11
13, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 71, 72, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 29, 0 , 0 , 83, 84, 85, 0 , 0 , 0 , 11
